,,Name,Date,Likes,isHearted,isPinned,Comment,"Profile ID","Comment ID","Comment URL"
24,,@danielaguerrachavarriga6571,"2025-11-17 23:56:25",1,yes,no,"PORQUE SACAN LOS NUMEROS DE LOS VOTOS",UCqCoJZF42ACLfEmnU6MXoqA,UgxVavwYAm3TcZZb1qx4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=UgxVavwYAm3TcZZb1qx4AaABAg
25,,@dustsans935,"2025-11-17 23:56:25",1,yes,no,"si gana jara el pais se va ala mierda y mas va aver un golpe de estado yo digo no mas",UCWqfll8pEUAnF0m5L-Ebk1A,UgztUN9OxtsQZ8SeUAZ4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=UgztUN9OxtsQZ8SeUAZ4AaABAg
26,,@jaimevenegas8797,"2025-11-17 23:56:25",1,yes,no,"Todos LOS Q DICEN ÉL VOTO ES SECRETO SON AMARILLOS COMO VIDAL Y LOS FERIANOS",UCgUuyUTTjdGIUEzgMqp48YQ,Ugwgy0rCtxIDM1p7ReB4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=Ugwgy0rCtxIDM1p7ReB4AaABAg
27,,@joseemilionavarretepalomin9098,"2025-11-17 23:56:25",1,yes,no,"Considero que Jara no debe presentarse a la segunda vuelta, sería de sentido común. Nos evitamos gastos y pérdida de tiempo. Cómo dice el dicho engordar para morir flaca.Los kakamierda han ganado y se proyectan para largo. Es como ver la obra de teatro del ictus, se vende lindo país con esquinacon vista al marKast y Kaiser contra los migrantes y vienen de migrantes. A un buen fascista estos tipejos les producen repulsa.Viviremos en un estado policial o una dictadura civil, ya que ambos kaka señalaron en sus discursos y presentaciones que se puede gobernar por decreto. Órdenes ejecutivas le llama el colorín del norte.Debemos ver el lado bueno: rebajas de impuestos, congelación de salario mínimo. Licitar los pocos recursos nacionales que no están en manos de privados, ir por la jornada de 12 horas laborales como en grecia, prohibir las huelgas, las protestas. Jibarizar al estado.",UCmysbYFGMrvLoa14VvWGEcA,Ugy0SRoua99X_i9FYhh4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=Ugy0SRoua99X_i9FYhh4AaABAg
28,,@juanmaltes6163,"2025-11-17 23:56:25",1,yes,no,"Ni auke le Chupi la 🍄‍🟫 al parizi te alcanza los votos",UC17DPp0R0zlNGYcA3TLvdVQ,Ugz6C310MzTAioxDRPp4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=Ugz6C310MzTAioxDRPp4AaABAg
29,,@mactbx-zs6ql,"2025-11-17 23:56:25",2,yes,no,"Hace 11 años vivía en un país de Centroamérica, donde ingresé a un grupo de misioneros católicos. Desde ese tiempo, entre ellos se hablaba de que se avecina una guerra en el mundo, entre otras cosas.Desde entonces, he pensado que Chile debería prepararse para algo así. Sinceramente, compadezco a quien resulte elegido presidente, porque no le tocará un periodo fácil.",UCkO4WxB7-Af7AE5QNipjPBw,UgzKapdRU-CdXjWy8IR4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=UgzKapdRU-CdXjWy8IR4AaABAg
30,,@patriciomunoz5272,"2025-11-17 23:56:25",1,yes,no,😂😂😂😂😂🤮🤮🤮🤮🤮,UCoPaK5X-v0xumBw64ico0qA,UgxA52csm__7-JsFRQ94AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=UgxA52csm__7-JsFRQ94AaABAg
31,,@rasdios_sol4244,"2025-11-17 23:56:25",1,yes,no,"Ja  ja  ja 😂 😂 😂  no  se  cuando  los  políticos  han  escuchado  a  la  gente    cuando  se  han  adueñado  del  país  y  hacen  lo que  quieren ,  total  saben  que  los  borregos  🐑 🐑 🐑  igual  van  a  votar  por  ellos",UCgbx10rg2bM0BzZ_o1lDMVg,UgzvB8uK_TIVbG1Kmyx4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=UgzvB8uK_TIVbG1Kmyx4AaABAg
32,,@remark9902,"2025-11-17 23:56:25",3,yes,no,"Apenas terminado uno de los debates en tv abierta, recuerdo un ""analista"" que metía a Parisi al saco de Artés, Meo y Harold como ""candidatos no competitivos"" que entorpecían y desviaban votos, lo encontré estúpido y desconectado del mundo esa vez, pero esa es una señal de la burbuja en la que estaban muchos. Prefería mil veces que la 2da vuelta sea un Parisi vs Jara, y que ahí gane el que tenga que ganar, a lo que terminó ocurriendo...",UC7rGAVoLymyLuH_-pk_pwyg,UgyHw-runtEwGOwxDIZ4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=UgyHw-runtEwGOwxDIZ4AaABAg
33,,@rosemeneesteve7417,"2025-11-17 23:56:25",1,yes,no,Hola,UCyf5sS9ox5IYvrOqlzxSEDg,Ugx4ivxO_3Hi4LoenU14AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=Ugx4ivxO_3Hi4LoenU14AaABAg
34,,@trytomas,"2025-11-17 23:56:25",1,yes,no,"Parisi tenía ideas y las dijo, Kast puro humo y  culpando al gobierno, repitiendo como loro. Debió pasar Parisi a segunda con Jara.",UCYJrmi0GxAxP-yzIl1Xl1CQ,Ugy93O7KK1z1KY4i4z94AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=Ugy93O7KK1z1KY4i4z94AaABAg
35,,@Carol-Denisse8623,"2025-11-17 23:56:31",5,yes,no,"Todos son vendidos a la ONU sobre todo Kast, para que decir de Jara. Algunos con poner propuestas Europeas que estan a años luz de Chile, otros liberar a wns asesinos y poner mas estatuas si ya estamos hasta la mierda con Allende, Pinochet y aburridos de wns que llevan muchos años calentitos bajo tierra 👹 , otros ingresar a más inmigrantes a toda costa y lo otro quitar la manera de defenser de los  carabineros, ellos  van a tener que defender a los ciudadanos con el chipote chillon a lo Chapulin colorado ya que los ladrones, sicaros y otros son delicados para algunos candidatos. Debemos mirar hacia adelante con propuestas posibles y que no prometan tantas estupideses para sacar más votos.",UCm74qrTfYIUZ5zjGlQkmPUg,UgzsxBp4DWqYn2qEf-d4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=UgzsxBp4DWqYn2qEf-d4AaABAg
36,,@Demoplayy,"2025-11-17 23:56:31",4,yes,no,"Si sale jara está claro que será igual o peor que el presente actual, la gente poco informada vota por qué candidato que tiene más ruido y cuentos lamentablemente",UCr_EwSYlsRHpFbNAOH0WqLQ,UgyUn7oC7JUbR7-Yv5R4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=UgyUn7oC7JUbR7-Yv5R4AaABAg
37,,@Isml-f4q,"2025-11-17 23:56:31",1,yes,no,"La gente sigue pensando que esto funciona como un partido de fútbol, donde todos juegan para el mismo equipo. El presidente puede proponer o decir muchas cosas pero existen diputados, senadores, comisiones y procedimientos que intervienen. No depende de una sola persona, y mucho menos se mueve con la misma velocidad o dirección que la gente imagina y por eso esto se fue a extremos, es mejor una extensión del gobierno de boric antes que tener al ignorante de kast como presidente, la verdad es que no habrán grandes cambios salga quien salga",UCOwt5tRRyBnpUDbpwiNXsyg,UgyfDg9B3Ss0e1Vm1TV4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=UgyfDg9B3Ss0e1Vm1TV4AaABAg
38,,@KevinCeledon-s3z6k,"2025-11-17 23:56:31",1,yes,no,"Ahí que bonito",UC1_ihG6hPM68CgnT7oO_Ewg,UgzRuX5BwunsF5NUs3B4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=UgzRuX5BwunsF5NUs3B4AaABAg
39,,@MagalyRoxanaJaramilloCanci-x8s,"2025-11-17 23:56:31",1,yes,no,"FRAUDE HNOS LA IZQUIERDA ESTA NORMALIZADA DE ROBAR, MENTIR CON TOTAL IMPUNIDAD , ES AHORA QUE DEBEMOS LEVANTAR LA VOZ.   MAÑANA NO DEJARAN GOBERNAR A KAST EL LUMPEN Y TERRORISMO",UCZDbsblN3bMGcDE5zttfDMQ,Ugz21kSfAN1fSTgAMpR4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=Ugz21kSfAN1fSTgAMpR4AaABAg
40,,@alexgallardo1980,"2025-11-17 23:56:31",1,yes,no,"El.Unico Punto Clave.. FRAUDE ELECTORAL y los canales de televisión Coludidos por el Silencio",UCnjn6C_KczadVO74mlLmdOw,Ugy5hJ4cKkqmRxkKw7d4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=Ugy5hJ4cKkqmRxkKw7d4AaABAg
41,,@bernarditaramirezalvear3990,"2025-11-17 23:56:31",1,yes,no,"Periodista comunista",UCA7A2AKoXUKlLpBPmhrzJBQ,UgwxHC89BoMVWgL5FWR4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=UgwxHC89BoMVWgL5FWR4AaABAg
42,,@claudiaguerrerobernal8201,"2025-11-17 23:56:31",1,yes,no,"LLAMADO A AMARILLOS A TRANSPARENTAR SU APOYO A LA 2 VUELTA",UCbX8szNR0oX-HCCdmNHodsQ,UgxshR2qBQprlu08Zid4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=UgxshR2qBQprlu08Zid4AaABAg
43,,@hashisero,"2025-11-17 23:56:31",1,yes,no,"harto fachin pobre. harto bot por aca <3",UCSvOLwFBB5oDcPUKJNo2KJQ,Ugyq1C_vQbhj8Z6N2XF4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=Ugyq1C_vQbhj8Z6N2XF4AaABAg
44,,@ivanrodrigozunigabeccerra6870,"2025-11-17 23:56:31",1,yes,no,"Ojo que hubo fraude electoral hay vídeos viralizados , en tík-tok y otras plataformas y de eso nadien habla.",UCtxv8BlgpI8k2QPKIMQ3n-g,UgwiC5qt18Adr8W1D1B4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=UgwiC5qt18Adr8W1D1B4AaABAg
45,,@jaquelinemartinez5318,"2025-11-17 23:56:31",2,yes,no,"Esto es un juego de estrategia...tienen que ponerle suspenso a esta primera elección.No pierdan la esperanza ABAJO EL COMUNISMO🤮🤢👎La Jarra no tiene IDEA DE NIUNA WUEA, ANDA PURO RESCATANDO IDEAS😂 porque no tiene CEREBRO 🧠💩",UCB-x5q67627-foRtoCCRN-g,UgwmVbO2ov7lwzJK9jF4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=UgwmVbO2ov7lwzJK9jF4AaABAg
46,,@jorgedaniel7997,"2025-11-17 23:56:31",1,yes,no,"COLGARSE DE LOS PROYECTOS DE LOS OTROS CANDIDATOS, TIPICO COMUNISTA",UCL-bMQcWRDiD4l3iXi9hgoA,UgyC_ofGtllnzlFsS514AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=UgyC_ofGtllnzlFsS514AaABAg
47,,@juanmaltes6163,"2025-11-17 23:56:31",1,yes,no,"Chaooo perdiste ya",UC17DPp0R0zlNGYcA3TLvdVQ,UgxQI3U7FnDf4iU7rjt4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=UgxQI3U7FnDf4iU7rjt4AaABAg
48,,@marcelovillagran6366,"2025-11-17 23:56:31",1,yes,no,",.,el Punto Clave es que MILLONES de chilenos votaron democraticamente por la PORQUERIA anti democratica Comunista... la solucion es... Dividir Chile en DOS... Chile Norte para todos los que gustan de un Estado gigante protector que les regale Todo ... y Chile Sur, para los PATRIOTAS de trabajo y familia que NO NECESITAN del Estado para comer y vivir....",UCHfEAmtxLioL7yFkotzjvIg,Ugw_wf3j3zl7FsLuyfV4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=Ugw_wf3j3zl7FsLuyfV4AaABAg
49,,@nancymurillo4728,"2025-11-17 23:56:31",1,yes,no,"Apoyar ha kas fuera l9s zurdos",UC6_uie3XJAbW_1QhKAZImig,UgyLoUiUnZy9202WIyB4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=UgyLoUiUnZy9202WIyB4AaABAg
50,,@osepulvedao,"2025-11-17 23:56:31",1,yes,no,"la wna care raja",UCHVZiRj6rLYKxSlFn0PPViw,Ugxzb3ixFXc_Vs9F6jt4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=Ugxzb3ixFXc_Vs9F6jt4AaABAg
51,,@soniabarreraflores2405,"2025-11-17 23:56:31",1,yes,no,"llo a pollo antoino",UC65oZluX_fUvBPzuEOD0YnQ,UgzgfiQX2kicNIhZDhN4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=UgzgfiQX2kicNIhZDhN4AaABAg
52,,@soniabarreraflores2405,"2025-11-17 23:56:31",1,yes,no,"por que la jara escegi conmo segil con el mimo presidente quetenemo que no aecho nada bueno por el pai lajara es como el bori",UC65oZluX_fUvBPzuEOD0YnQ,UgxpQJDFRsEGtxuxQK14AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=UgxpQJDFRsEGtxuxQK14AaABAg
53,,@soniabarreraflores2405,"2025-11-17 23:56:31",1,yes,no,"quero conmo presidente en chile al mejoro como antonio casi",UC65oZluX_fUvBPzuEOD0YnQ,UgzHhgriFeB9V9uavvd4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=UgzHhgriFeB9V9uavvd4AaABAg
54,,@svgclinicadental2983,"2025-11-17 23:56:31",1,yes,no,"Parece que le sacaron los votos de Kaiser para darselos a Parisi.Sería bueno un reconteo.",UCGaTFtctLl6JsXb4h8WKY8A,Ugwmh3jyalesW86fn4R4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=Ugwmh3jyalesW86fn4R4AaABAg
55,,@ArthurVerlaine615,"2025-11-17 23:56:35",10,yes,no,"Toda mi familia y amigos votamos por Parisi y Matthei para frenar a Kast, ahora todos votaremos por Jara, como dijo Parisi jamás un cuico de extrema derecha puede ser presidente en Chile, sería nefasto Chile se volvería un infierno.",UCHbAdZviQQF3iTK6VSWDZrw,Ugz6SDQ5PU1ZOFukWHx4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=Ugz6SDQ5PU1ZOFukWHx4AaABAg
56,,@CEHPLAY,"2025-11-17 23:56:35",1,yes,no,"mi opinion fraude electoral, cadem servel las encuestas todo manipulado para jugar con laa opinon publica  por que a parisi le daban 4%",UCkQrT1IhkIBp9xkfQSnJSrQ,UgwTGfV3k045Gd6FsCZ4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=UgwTGfV3k045Gd6FsCZ4AaABAg
57,,@Fungi1997,"2025-11-17 23:56:35",1,yes,no,"La gente es weona y van a votar por kast. País de decepciones sin fin wn.",UCkqfkwzsnUgBenAF7m93dAw,UgyXlokj0ff4M-vhcbx4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=UgyXlokj0ff4M-vhcbx4AaABAg
58,,@MaryMedina-e9k,"2025-11-17 23:56:35",2,yes,no,"CRISTO PARA CHILE,SOLO MI SEÑOR PUEDE LEVANTAR UN REY SEGÚN SU MISERICORDIA,DIOS TENGA MISERICORDIA DE ESTA MI PATRIA Y LA LEVANTE PARA SU GLORIA.❤",UCvKWKK53MviP5Au7HGibpaQ,UgxqXXNXyyYHmD7o9sJ4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=UgxqXXNXyyYHmD7o9sJ4AaABAg
59,,@MaryMedina-e9k,"2025-11-17 23:56:35",4,yes,no,"POR CIERTO,UFFFF,COPIANDO LAS TAREAS 😮",UCvKWKK53MviP5Au7HGibpaQ,UgyUxMHbBwdye-_JaN94AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=UgyUxMHbBwdye-_JaN94AaABAg
60,,@aldoviacava5429,"2025-11-17 23:56:35",1,yes,no,"Ahora se viene el gobierno facista, se vienen las juventudes alemanas, los bailes de huasos en las empresas, adiós las 40 horas, chao ley Karin, chao leyes laborales, jubilación a los 85 años para hombres y 75 mujeres, chao ley de divorcio, ese es mi Chile.",UC9Iz2EKNZc2nNPBC0gFc3Ww,UgyN6Iwssdpew2SPivl4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=UgyN6Iwssdpew2SPivl4AaABAg
61,,@alfredogomez1613,"2025-11-17 23:56:35",1,yes,no,"Vamos por kast!!  Por favor ! La jara va quedar la embarrada",UC5vOrrBW2RjErHswKpwyQ2g,UgxC7-ep_rISmT6wlmZ4AaABAg,https://www.youtube.com/watch?v=Fg6UbUrwC4U&lc=UgxC7-ep_rISmT6wlmZ4AaABAg
