,,Name,Date,Likes,isHearted,isPinned,Comment,"Profile ID","Comment ID","Comment URL"
60,,@benjaminvaldivia8101,"2025-11-16 17:50:01",1,yes,no,"Ominami no tiene nada que hacer e n politica Chilena, que siga viviendo de la karen .",UCEJzlhOcrtggsdk20JG2GMg,UgyzWeAYi-aAbmJ0boR4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgyzWeAYi-aAbmJ0boR4AaABAg
61,,@deisimunoz3591,"2025-11-16 17:50:01",1,yes,no,"Con todo respeto ninguno enamora y ninguno tienen un buen planpsra chile",UCUi5LzHjNaMjmaQJrEJtuWg,UgwLM8AqpO-dMgIE8x14AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgwLM8AqpO-dMgIE8x14AaABAg
62,,@deisimunoz3591,"2025-11-16 17:50:01",1,yes,no,"El candidato de las placas solares es importante pero  una nueva planta idroelectrica es lo que necesitan",UCUi5LzHjNaMjmaQJrEJtuWg,UgynaMe4fyNCYjtHsB54AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgynaMe4fyNCYjtHsB54AaABAg
63,,@deisimunoz3591,"2025-11-16 17:50:01",1,yes,no,"Necesitan otra planta eléctrica así sean millones la necesitan,sus propuestas hacer a de la energía no enamoran",UCUi5LzHjNaMjmaQJrEJtuWg,Ugw2HBdNUvh3XCVgZpB4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=Ugw2HBdNUvh3XCVgZpB4AaABAg
64,,@deisimunoz3591,"2025-11-16 17:50:01",1,yes,no,"Parisis es coherente me interesa como se desenvuelve",UCUi5LzHjNaMjmaQJrEJtuWg,UgzyT3WqjoTd8e8McZJ4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgzyT3WqjoTd8e8McZJ4AaABAg
65,,@hardclan6381,"2025-11-16 17:50:01",1,yes,no,"Jajajajaj   káiser no tiene idea de nada",UCOeMSiu_SGuiTxNPwYPrv4g,UgwIQKgI889ZAlxVxRp4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgwIQKgI889ZAlxVxRp4AaABAg
66,,@patricioquirozawa5103,"2025-11-16 17:50:01",1,yes,no,"Astorga pregunta, no es periodista ni economista pero lee Wikipedia.",UCvTmOoAml1SKPdMg_Lz9KEw,UgyZ3l7kyPjODbdHt0J4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgyZ3l7kyPjODbdHt0J4AaABAg
67,,@pedroeliashernandez9983,"2025-11-16 17:50:01",2,yes,no,"Mentirosa, que ha hecho el señor. Boris. No ha resuelto o rebajado ni el 1%.",UCWHuFTw8z3zACxDwwAWy8-g,UgwHFexpIClqOzyQ1154AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgwHFexpIClqOzyQ1154AaABAg
68,,@sandrapetit,"2025-11-16 17:50:01",1,yes,no,"Con Káiser CHILE IRÁ  AL HOYO con PARiSI CHILE se Acaba No sabe de Nada Peor que Boris  Con JARA Será Una Segunda CUBA",UC8Ir9GPCHHy8kgZRezoF2Pg,UgzyaltHv5evI-3YinJ4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgzyaltHv5evI-3YinJ4AaABAg
69,,@sandrapetit,"2025-11-16 17:50:01",1,yes,no,"EL MÁS SERIO ES ANTONIO  KAST",UC8Ir9GPCHHy8kgZRezoF2Pg,UgwPGue3H1rsKyXcQpV4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgwPGue3H1rsKyXcQpV4AaABAg
70,,@sandrapetit,"2025-11-16 17:50:01",1,yes,no,"PINOCHE NO ROBO NINGÚNA INDUSTRIA",UC8Ir9GPCHHy8kgZRezoF2Pg,Ugx7AEYUxidzmyVQa-p4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=Ugx7AEYUxidzmyVQa-p4AaABAg
71,,@SantiagoRodriguez-wo4py,"2025-11-16 17:50:06",1,yes,no,"15:15 En vez de preguntar cosas que podrían aportar para mejorar las cosas en el país el wn pregunta esa estupidez, los mismos periodistas generando peleas entre los candidatos",UCeVVFTmtfi5JKkmgjdaL65g,Ugy7iHo8IQ3I3sKceGF4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=Ugy7iHo8IQ3I3sKceGF4AaABAg
72,,@Sarz7cvx,"2025-11-16 17:50:06",3,yes,no,"3:20 (contexto) Como siempre, Parisi humillando a los candidatos flojos y lerdos.PARISI PRESIDENTE",UCUTpYpfM63uICQ9_pW98vYw,UgznqpHEVkGd-K7dluV4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgznqpHEVkGd-K7dluV4AaABAg
73,,@SebastianMiranda-r4i,"2025-11-16 17:50:06",1,yes,no,"Kaiser porque a última hora agregaste lo que Parisi a propuesto del principio de reducir operadores políticos😅😅😅",UC6dU8LGTAT8hiHTGC7f4hew,UgyEfJld967Rq3SRf1R4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgyEfJld967Rq3SRf1R4AaABAg
74,,@javiera.grandonp.1003,"2025-11-16 17:50:06",1,yes,no,"Jara miente temporera si no conoce ni la fruta que tomaba",UC-xm7CYteXkqk_Rgh4PzKdQ,UgxuJqNxSbmUL14mqWJ4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgxuJqNxSbmUL14mqWJ4AaABAg
75,,@javiera.grandonp.1003,"2025-11-16 17:50:06",1,yes,no,"Nos falta un bukele en chile",UC-xm7CYteXkqk_Rgh4PzKdQ,Ugxa9vRPIGb2IYRvF914AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=Ugxa9vRPIGb2IYRvF914AaABAg
76,,@josehenriquez3118,"2025-11-16 17:50:06",1,yes,no,"Johannes Káiser Futuro Presidente de Chile es una eminencia  tiene una inteligencia que está  sobre todos los postulantes a la Presidencia, Por Eso voy a Votar por JOHANNES KÁISER PARA PRESIDENTE DE CHILE VIVA JOHANNES KÁISER FUTURO PRESIDENTE DE CHILE.",UCs441cRc1o6eqJ2rw7V0tTA,UgzKEsMH2f2rqKSC0uJ4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgzKEsMH2f2rqKSC0uJ4AaABAg
77,,@marcelaflandes6802,"2025-11-16 17:50:06",1,yes,no,"Me da pena como los chilenos por ignorancia/desinformación/flojera no entienden cómo funciona el proceso para hacer/modificar una ley. El/la presidente no es un monarca con derecho absoluto y no puede hacer lo que se le plante la raja xd Además,  me sorprende la falta de amor a la patria, su medio ambiente y nuestra tierra. Este país es un tesoro pero los chilenos se lo regalamos a cualquier chanta vende humo hijo de papi 🤷🏻‍♀️",UCAA4yo-i0qVVMjf0n0U0Wcg,UgzirGcAStdLooge2tN4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgzirGcAStdLooge2tN4AaABAg
78,,@rulayogkush,"2025-11-16 17:50:06",2,yes,no,"Parisi el mas capacitado al cargo",UCmB4vTOnjJmfroLiV3--a7Q,Ugw9FgGpNrpz5g5Rlm94AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=Ugw9FgGpNrpz5g5Rlm94AaABAg
79,,@sandrapetit,"2025-11-16 17:50:06",1,yes,no,"Esa Jara  Quiere hacer todo lo que hay en Ciba Ortar la Luz para ahorrar En Cuba se corta la LUZ A cada Rato y El Agua Pobres Chilenos Con la Candidata JARA Mucho Cuidado o será Una SEGUNDA CUBA",UC8Ir9GPCHHy8kgZRezoF2Pg,Ugzs--EzVJzAdPRF7K54AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=Ugzs--EzVJzAdPRF7K54AaABAg
80,,@senerysoro,"2025-11-16 17:50:06",2,yes,no,"Hoy ví una animación con IA en versión bebes de este debate, y ahora no puedo de la risa, 😂😂😂",UC2jGovuroPjLFc1ha0-ICQw,Ugzf9KAcD3eArgV1_314AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=Ugzf9KAcD3eArgV1_314AaABAg
81,,@HamburguesaElegante_796md,"2025-11-17 17:49:54",1,yes,no,"Todavía estoy esperando el remake del tutorial de Parisi de como hacer un panel solar..",UCQu9_WGSDZE257XhAZwbHgg,Ugw6NwETmaO3p_kmmJF4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=Ugw6NwETmaO3p_kmmJF4AaABAg
82,,@PS-xb9hc,"2025-11-17 17:49:54",1,yes,no,"Chile no puede mantener a la gente gratis!  debe haber mas empleos, mejor paga y servicios mas accequibles!  Basta de inmigracion ilegal! Basta de regalar cosas y dinero sin trabajar por ello..De donde sacaron esas mentiras? Del comunismo! Puras palabras y miseria Segura! 💯",UCgQechXC1qUglz8Lfn9crDQ,UgyTcQitwo_BoY1dbAV4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgyTcQitwo_BoY1dbAV4AaABAg
83,,@Roberto-e9e1u,"2025-11-17 17:49:54",1,yes,no,"Comentarios ignorantes.",UCzcQSWzhPu2ZqXtuSqghsgg,Ugz40bQ18LLJbLM6sGd4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=Ugz40bQ18LLJbLM6sGd4AaABAg
84,,@YinettUlbrich,"2025-11-17 17:49:54",1,yes,no,"Ojalá gané el que pueda levantar chile ,vamos contigo Johannes Kaiser presidente 💚👏👏👏👏",UCbBPZKSQFUedUk1LWEkzClQ,UgzmDFqbrUrtEmZEOqF4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgzmDFqbrUrtEmZEOqF4AaABAg
85,,@edgardsalamanquez7514,"2025-11-17 17:49:54",1,yes,no,"FUERA EL COMUNISMO DEL MUNDO, MAL LLAMADO SOCIALISMO DEL SIGLO XXI,FUERA.",UCwSgKjUjlchxAIWsAV8rMmA,Ugx2DsL5CVzENePpbul4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=Ugx2DsL5CVzENePpbul4AaABAg
86,,@edgardsalamanquez7514,"2025-11-17 17:49:54",1,yes,no,"PARISI CON SU DECLARACION A FAVOR DE CHINA SE LE VIERON LAS COSTURAS DE TENDENCIA IZQUIERDISTA.",UCwSgKjUjlchxAIWsAV8rMmA,UgwhYKd_CyScHXUfx8Z4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgwhYKd_CyScHXUfx8Z4AaABAg
87,,@lasalvacióndelalmaespersonal,"2025-11-17 17:49:54",1,yes,no,"Que pobre nivel de candidatura hay hoy en Chile.",UCeWU3TlYcranKnuuwVekrQw,UgwAqCQ1i1OVlfeDks94AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgwAqCQ1i1OVlfeDks94AaABAg
88,,@mariaeugeniareyeshernandez9455,"2025-11-17 17:49:54",1,yes,no,"La multitud de personas que trabajan en las compañías de electricidad ,tiene un montón de kilowat horas gratis y gastan muchicimos pero pagan poco por lo menos era así años atrás",UCDB1tIxqkJf3mQo1iAZ6IsA,UgyW_SST0GhxnJ44GRx4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgyW_SST0GhxnJ44GRx4AaABAg
89,,@marianelaaraneda6750,"2025-11-17 17:49:54",1,yes,no,"Kayser nunca ha pisado una población  no tiene idea",UCLT2gPCopkCrCyNBrWdfzfA,UgwJWseZjf9BbutXtcp4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgwJWseZjf9BbutXtcp4AaABAg
90,,@martaorellana1813,"2025-11-17 17:49:54",1,yes,no,"Kaiser no cacha nada, Austria tiene Estado de bienestar. No era que Chile era ""libre mercado""?? Jahaja puro monopolio!",UCf3gf8W0VE1ju4dNT4wF72w,UgzyB5n4W2C54yGDKhR4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgzyB5n4W2C54yGDKhR4AaABAg
91,,@monicamolina7216,"2025-11-17 17:49:54",1,yes,no,"Pienso  igual , ahora porqué  parisi no es un poco humilde y apoya a uno de los ganadores de la segunda vuelta, Káiser lo hizo pidió apoyar al otro.   Estará tratando de negociar  su apoyo?.",UCV6nhiqtW9mHyasvpq22z9g,UgzTeRhXkv05n1hEDch4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgzTeRhXkv05n1hEDch4AaABAg
92,,@mony7495,"2025-11-17 17:49:54",1,yes,no,"NO Gobierno FASCISTA!!!!!!!",UCbmkYuWqlbpUcDX02AVSKAg,UgyCHDtxdIkd3u5gA6p4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgyCHDtxdIkd3u5gA6p4AaABAg
93,,@romeo0072012,"2025-11-17 17:49:54",1,yes,no,"Kast tiene q ganar, ya q el tiene un perfil igual q bukele",UCA1qmqkUUwCnpv7Xd1uhxyQ,Ugznp_H-0JUItQ-AwTd4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=Ugznp_H-0JUItQ-AwTd4AaABAg
94,,@santandervega853,"2025-11-17 17:49:54",1,yes,no,"Gracias jara sigamos a delnte tu eres primera los demas son  .segunfo y tercero ❤",UCL3QuYGfRaM6ql5_NKmQPNw,UgxO6M7qKbv6Q_dGH954AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgxO6M7qKbv6Q_dGH954AaABAg
95,,@AngelGatica-wm6ml,"2025-11-18 17:49:54",1,yes,no,"Kast ya es un hecho que devolverán lo que cobraron de más.",UCo07A3nlBJgibEf6f6XBhpw,UgxENwM1rz1xuabNMW14AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgxENwM1rz1xuabNMW14AaABAg
96,,@MonicaRojas-g5u,"2025-11-18 17:49:54",2,yes,no,"Todos ablam maravillas sería genial si fuera verdad",UCQBpL44kHta8gp8ghdwkq1A,UgzPGT_Nwme-LkcTD5V4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgzPGT_Nwme-LkcTD5V4AaABAg
97,,@FranciscoVeliz-w5w4l,"2025-11-19 17:49:54",1,yes,no,"Bajenles El sueldo a estos Patriots que quieren ser presidentes,,a No Maß de 5 millones...Para Lo que trabajan. Y saben,,ya es mucho,,,veremos Si aun tienen  ganas. De ser. Politicos.  Patriots...",UCl6Wi7VP0ofhlqjAzSNtqjQ,UgxwO4N9Ox8B5nTgLrF4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgxwO4N9Ox8B5nTgLrF4AaABAg
98,,@JavierQuintana-p8v,"2025-11-19 17:49:54",1,yes,no,"cada uno de los candidatos deberian ir a un ministerio, parisi a economia , artes a cultura , kast a seguridad, harold vinches deporte, jara al del trabajo, Meo al ciencia y tecnologia , kaiser mmmm le falta 4to medio",UC3ieqOAsmG_8OX_f4rELQ_g,Ugw1ZSghpP0imtSOf3F4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=Ugw1ZSghpP0imtSOf3F4AaABAg
99,,@MonicaRojas-g5u,"2025-11-19 17:49:54",2,yes,no,"Nadie abla de mejor las pensiones pero para todos i no sea para algunos porq avemos muchas personas q vivimos de una pensión porque no podemos trabajar asiq eso q Disen de subir los sueldos bendiciones para si pueden trabajar",UCQBpL44kHta8gp8ghdwkq1A,UgyYdVhXiK_vTY4gGoh4AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgyYdVhXiK_vTY4gGoh4AaABAg
100,,@matias2736,"2025-11-19 18:49:54",1,yes,no,"Comentan lo de artes a Jara y no entendieron lo que dijo realmente. el quiere nacionalizar el cobre y el litio. Cosa a la que la derecha dura jamás accedería",UCBwR9j8adITF83bXJ2m_bPg,UgxgXwCLMWi-OWqQd-54AaABAg,https://www.youtube.com/watch?v=ROZF8FNCdxE&lc=UgxgXwCLMWi-OWqQd-54AaABAg
